OBJECTID,LOCNUM,CONAME,STREET,CITY,STATE,STATE_NAME,ZIP,ZIP4,NAICS,SIC,SALESVOL,HDBRCH,ULTNUM,PUBPRV,EMPNUM,FRNCOD,ISCODE,SQFTCODE,LOC_NAME,STATUS,SCORE,SOURCE,REC_TYPE
7232119,629979675,SEYER INSURANCE,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1449,52421001,641112,264,,0,,3,<!,,2,PointAddress,M,100,INFOGROUP,0
10730308,724117921,PROGRESSIVE INSURANCE,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1449,52421001,641112,264,2,138777842,2,3,<,,3,PointAddress,M,100,INFOGROUP,0
11557855,735659586,CAMAS PRAIRIE INSURANCE,SW 1ST ST,GRANGEVILLE,ID,Idaho,83530,,52421001,641112,264,,0,,3,,,2,PointAddress,M,100,INFOGROUP,0
2609350,403861552,PLEASANT VALLEY APARTMENTS,N MYRTLE ST,GRANGEVILLE,ID,Idaho,83530,2200,53111002,651303,40,,0,,1,,,3,PointAddress,M,100,INFOGROUP,0
7873130,691251813,COUNTRY COURT MOBILE HOME & RV,STATE HIGHWAY 162 & US HWY 9,GRANGEVILLE,ID,Idaho,83530,,53119004,651501,69,,0,,2,,,1,Postal,M,100,INFOGROUP,0
728306,167189430,AGEE APPRAISAL,GARFIELD AVE,GRANGEVILLE,ID,Idaho,83530,1577,53132003,653116,72,,0,,1,,,1,PointAddress,M,100,INFOGROUP,0
2541476,403497672,UNITED COUNTRY REAL ESTATE,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1917,53121003,653118,286,2,501011068,,4,,,1,PointAddress,M,100,INFOGROUP,0
6383673,524253259,ALL AROUND REALTY,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1449,53121003,653118,215,,0,,3,,,1,PointAddress,M,100,INFOGROUP,0
9443248,717080826,GO BID TODAY,,GRANGEVILLE,ID,Idaho,83530,,53121003,653118,143,,0,,2,,,1,Postal,M,100,INFOGROUP,1
12053218,806020541,HIGHLAND REALTY,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1915,53121003,653118,500,,0,,7,,,3,PointAddress,M,100,INFOGROUP,0
728336,167190925,IDAHO COUNTY TITLE CO,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1917,54119106,654102,675,,0,,9,,,2,PointAddress,M,100,INFOGROUP,0
728337,167190941,INLAND TITLE CO,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1449,54119106,654102,375,,0,,5,,,3,PointAddress,M,100,INFOGROUP,0
7873117,691251292,BLACK SWAN DEVELOPMENT,HIGHWAY 95 N,GRANGEVILLE,ID,Idaho,83530,5195,23721005,655202,540,,0,,2,,,3,PointAddress,M,100,INFOGROUP,0
3111379,409805528,FAIRVIEW CEMETERY,,GRANGEVILLE,ID,Idaho,83530,,81222002,655302,124,,0,,2,,,1,Postal,M,100,INFOGROUP,1
3111386,409805536,MT IDAHO CEMETERY,,GRANGEVILLE,ID,Idaho,83530,,81222002,655302,124,,0,,2,,,1,Postal,M,100,INFOGROUP,1
11080967,726005365,DANVER CEMETERY,,GRANGEVILLE,ID,Idaho,83530,,81222002,655302,124,,0,,2,,,1,Postal,M,100,INFOGROUP,1
12053204,806018966,GRANGEVILLE CEMETERY,N FLORENCE ST,GRANGEVILLE,ID,Idaho,83530,,81222002,655302,62,,0,,1,,,1,StreetAddress,M,100,INFOGROUP,0
6418652,529318008,SUPER 8 GRANGEVILLE,SW 1ST ST,GRANGEVILLE,ID,Idaho,83530,1358,72111002,701101,1812,2,606849800,,30,S,,7,StreetAddress,M,100,INFOGROUP,0
6655379,561883596,EVERGREEN SUITES,E MAIN ST,GRANGEVILLE,ID,Idaho,83530,2338,72111002,701101,61,,0,,1,,,2,PointAddress,M,100,INFOGROUP,0
12053205,806019014,DOWNTOWN INN,E NORTH ST,GRANGEVILLE,ID,Idaho,83530,1836,72111002,701101,121,,0,,2,,,2,PointAddress,M,100,INFOGROUP,0
728319,167190230,ELKHORN LODGE,SW 1ST ST,GRANGEVILLE,ID,Idaho,83530,1359,72111001,701103,61,,0,,1,,,3,PointAddress,M,100,INFOGROUP,0
7543902,662460047,SNOWHAVEN SKI & TUBING AREA,W NORTH ST,GRANGEVILLE,ID,Idaho,83530,1729,72119910,701110,121,,0,,2,,,4,PointAddress,M,100,INFOGROUP,0
11027277,725663337,MACKAY BAR LODGE LLC,PO BOX 340,GRANGEVILLE,ID,Idaho,83530,340,72119909,701111,121,,0,,2,,,2,Postal,M,100,INFOGROUP,2
5736135,447474289,MOUNTAIN VIEW MOBILE HOME PARK,CUNNINGHAM ST,GRANGEVILLE,ID,Idaho,83530,1645,72121102,703302,127,,0,,1,,,1,PointAddress,M,100,INFOGROUP,0
7232124,629980087,BEAR DEN RV RESORT,HIGHWAY 95 S,GRANGEVILLE,ID,Idaho,83530,5182,72121102,703302,254,,0,,2,,,1,PointAddress,M,100,INFOGROUP,0
7232125,629980129,SUNDOWN RV PARK,N C ST,GRANGEVILLE,ID,Idaho,83530,5003,72121102,703302,254,,0,,2,,,1,PointAddress,M,100,INFOGROUP,0
12668396,900788605,COUNTRY COURT RV PARK,COUNTRY COURT DR,GRANGEVILLE,ID,Idaho,83530,5198,72121102,703302,127,,0,,1,,,1,PointAddress,M,100,INFOGROUP,0
12918732,965717283,IDAHO SEWING FOR SPORTS INC,POPLAR DR,GRANGEVILLE,ID,Idaho,83530,5347,81149044,721919,544,,0,,25,,,5,PointAddress,M,100,INFOGROUP,0
11909398,739514932,BROWN SPORTS PHOTOGRAPHY,HIDDEN SPRINGS CIR,GRANGEVILLE,ID,Idaho,83530,5171,54192111,722117,22,,0,,1,,,1,PointAddress,M,100,INFOGROUP,0
921318,213591191,NAIL & SON WELL DRILLING LLC,HAPPY HOLLOW RD,GRANGEVILLE,ID,Idaho,83530,5138,81211302,723102,41,,0,,2,,,1,PointAddress,M,100,INFOGROUP,0
12862353,958056673,FINAL TOUCH,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1907,81211302,723102,62,,0,,3,,,1,PointAddress,M,100,INFOGROUP,0
728348,167191675,SHEAR MAGIC INC,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1901,81211202,723106,21,,0,,1,,,1,PointAddress,M,100,INFOGROUP,0
2609374,403861693,IMAGES SALON,E MAIN ST,GRANGEVILLE,ID,Idaho,83530,2209,81211202,723106,82,,0,,4,,,1,PointAddress,M,100,INFOGROUP,0
4465846,426984428,TABITHA'S BARBERSHOP,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1932,81211101,724101,14,,0,,1,,,1,StreetAddress,M,100,INFOGROUP,0
7505565,659116099,BIG DANS BARBER SHOP,E MAIN ST,GRANGEVILLE,ID,Idaho,83530,2211,81211101,724101,14,,0,,1,,,1,PointAddress,M,100,INFOGROUP,0
728345,167191345,BLACKMER FUNERAL HOME,N MILL ST,GRANGEVILLE,ID,Idaho,83530,1870,81221002,726103,145,,0,,2,,,1,PointAddress,M,100,INFOGROUP,0
728359,167192392,H&R BLOCK,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1901,54121301,729101,32,2,4620738,2,2,H,,1,PointAddress,M,100,INFOGROUP,0
6383035,524189073,JUST FOR YOU,N COLLEGE ST,GRANGEVILLE,ID,Idaho,83530,1911,81219910,729944,36,,0,,2,,,1,PointAddress,M,100,INFOGROUP,0
2326326,402332652,UPS CUSTOMER CTR,HILL ST,GRANGEVILLE,ID,Idaho,83530,1172,54186007,733101,5782,2,3869476,2,60,1,,7,PointAddress,M,100,INFOGROUP,0
13022412,980120414,PRAIRIE EQUIPMENT RENTAL,FRONTAGE RD,GRANGEVILLE,ID,Idaho,83530,,53231003,735910,208,,0,,2,,,2,PointAddress,M,100,INFOGROUP,0
12053198,806018495,JOB SERVICE-IDAHO STATE,N STATE ST,GRANGEVILLE,ID,Idaho,83530,,56131102,736103,222,,0,,6,,,4,PointAddress,M,100,INFOGROUP,0
1285066,252909668,WESTCOM BROADBAND,,GRANGEVILLE,ID,Idaho,83530,,51821013,737415,557,,0,,4,,,2,Postal,M,100,INFOGROUP,1
4015536,422832349,MOUNTAIN IDA MTIDA,PO BOX 121D,GRANGEVILLE,ID,Idaho,83530,,51821013,737415,557,,0,,4,,,2,Postal,M,100,INFOGROUP,2
6249569,506745272,MTIDA,S C ST,GRANGEVILLE,ID,Idaho,83530,1303,51821013,737415,140,,0,,1,,,2,PointAddress,M,100,INFOGROUP,0
7232131,629980368,PERSONAL COMPUTER REPAIR,,GRANGEVILLE,ID,Idaho,83530,,81121206,737801,140,,0,,2,,,1,Postal,M,100,INFOGROUP,1
6249573,506745819,COMPU NET INC,S FLORENCE ST,GRANGEVILLE,ID,Idaho,83530,2324,54151905,737904,962,,0,,10,,,4,PointAddress,M,100,INFOGROUP,0
10861106,724841078,CAMAS PRAIRIE ARENA-EVENT CTR,HIGHWAY 95 N,GRANGEVILLE,ID,Idaho,83530,5196,71131004,738944,116,,0,,2,,,1,PointAddress,M,100,INFOGROUP,0
728344,167191279,GATEWAY INN,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1348,56159905,738977,463,,0,,8,,,2,PointAddress,M,100,INFOGROUP,0
2609385,403861735,U-HAUL NEIGHBORHOOD DEALER,FRONTAGE RD,GRANGEVILLE,ID,Idaho,83530,,53212016,751303,213,2,409125614,2,1,6,,3,PointAddress,M,100,INFOGROUP,0
728312,167189695,CAMAS BODY SHOP,N C ST,GRANGEVILLE,ID,Idaho,83530,1119,81112102,753201,71,,0,,1,,,1,PointAddress,M,100,INFOGROUP,0
728326,167190461,GORTSEMA MOTORS INC,N STATE ST,GRANGEVILLE,ID,Idaho,83530,1799,81111104,753801,1462,,0,,23,,,5,PointAddress,M,100,INFOGROUP,0
4593175,427791037,EXTREME AUTO REPAIR,HIGHWAY 13,GRANGEVILLE,ID,Idaho,83530,5065,81111104,753801,509,,0,,8,,,1,PointAddress,M,100,INFOGROUP,0
12053207,806019048,ROBINSON'S GARAGE,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1916,81111104,753801,128,,0,,2,,,1,PointAddress,M,100,INFOGROUP,0
2609324,403861446,PRECISION ENGINE,GRANGEVILLE SALMON RD,GRANGEVILLE,ID,Idaho,83530,5136,81111114,753810,64,,0,,1,,,1,PointAddress,M,100,INFOGROUP,0
10143010,721003157,HELLS CANYON DIESEL,CUNNINGHAM ST,GRANGEVILLE,ID,Idaho,83530,1215,81111124,753812,255,,0,,4,,,1,PointAddress,M,100,INFOGROUP,0
12862350,958056475,PERFORMANCE AUTO,PINE ST,GRANGEVILLE,ID,Idaho,83530,1109,81111807,753901,120,,0,,2,,,1,PointAddress,M,100,INFOGROUP,0
13022413,980120422,GRANGEVILLE AUTO DIESEL ELEC,N HALL ST,GRANGEVILLE,ID,Idaho,83530,1760,81111803,753911,120,,0,,2,,,1,PointAddress,M,100,INFOGROUP,0
728314,167190024,DALE'S RESCUE TOWING,PRAIRIE RD,GRANGEVILLE,ID,Idaho,83530,5297,48841006,754901,117,,0,,2,,,1,PointAddress,M,100,INFOGROUP,0
6675439,564539526,ADVANCED WELDING & STEEL INC,HIGHWAY 95 N,GRANGEVILLE,ID,Idaho,83530,5196,81149058,769203,1849,,0,,85,,,6,PointAddress,M,100,INFOGROUP,0
1177244,242068195,PRO FISH,N IDAHO AVE,GRANGEVILLE,ID,Idaho,83530,1227,11521017,769904,218,,0,,2,,,1,PointAddress,M,100,INFOGROUP,0
6249570,506745363,ROCKY MOUNTAIN SAW,GRANGEVILLE SALMON RD,GRANGEVILLE,ID,Idaho,83530,5134,81141103,769924,109,,0,,1,,,1,PointAddress,M,100,INFOGROUP,0
7710372,677432262,FRANKS WELDING & EQPT REPAIR,N MEADOW ST,GRANGEVILLE,ID,Idaho,83530,,81131017,769965,218,,0,,2,,,1,StreetAddress,M,100,INFOGROUP,0
5178048,435395925,A A C REPAIR,PO BOX 27,GRANGEVILLE,ID,Idaho,83530,27,81131043,769999,109,,0,,1,,,1,PostalExt,M,100,INFOGROUP,2
5736158,447475575,SOCHUM CREEK,E SOUTH ST,GRANGEVILLE,ID,Idaho,83530,2264,81131043,769999,109,,0,,1,,,1,PointAddress,M,100,INFOGROUP,0
728311,167189612,BLUE FOX THEATRE,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1932,51213101,783201,71,,0,,2,,,2,PointAddress,M,100,INFOGROUP,0
728339,167191048,K & R VIDEO,E MAIN ST,GRANGEVILLE,ID,Idaho,83530,2211,53228205,784102,67,,0,,3,,,2,PointAddress,M,100,INFOGROUP,0
3719020,418101077,CAMAS LANES,W NORTH ST,GRANGEVILLE,ID,Idaho,83530,1764,71395001,793301,133,,0,,2,,,1,PointAddress,M,100,INFOGROUP,0
6655393,561885054,GROANER'S FITNESS CLUB,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1448,71394011,799101,118,,0,,2,,,1,PointAddress,M,100,INFOGROUP,0
11524045,735265819,JUNGLE GYM'S INDOOR PLAY CTR,HIGHWAY 13,GRANGEVILLE,ID,Idaho,83530,5065,71219006,799956,185,,0,,2,,,3,PointAddress,M,100,INFOGROUP,0
1295231,253798292,TOLO LAKE MAMMOTH REPLICA,HIGHWAY 95 & PINE ST,GRANGEVILLE,ID,Idaho,83530,,71219007,799972,925,,0,,10,,,4,Postal,M,100,INFOGROUP,0
5151495,435146315,GRANGEVILLE V A CLINIC,W NORTH ST,GRANGEVILLE,ID,Idaho,83530,1349,62111107,801101,1301,,0,,12,FR9,,5,PointAddress,M,100,INFOGROUP,0
2428952,402935668,ST MARY'S GRANGEVILLE MED CLNC,W NORTH ST,GRANGEVILLE,ID,Idaho,83530,1239,62149301,801104,976,2,598895803,,9,,,4,PointAddress,M,100,INFOGROUP,0
2569918,403649844,SYRINGA HOSPITAL VA CLINIC,W NORTH ST,GRANGEVILLE,ID,Idaho,83530,1349,62149301,801104,326,,0,,3,,,2,PointAddress,M,100,INFOGROUP,0
7487823,657415980,SYRINGA HOSPITAL & CLINICS,W NORTH ST,GRANGEVILLE,ID,Idaho,83530,1350,62149301,801104,2384,2,1424258,,22,M,,7,PointAddress,M,100,INFOGROUP,0
7873150,691253173,MOUNTAIN VIEW DENTISTRY DDS,GRANGEVILLE TRUCK RTE,GRANGEVILLE,ID,Idaho,83530,5119,62121003,802101,511,,0,,7,2,,2,PointAddress,M,100,INFOGROUP,0
11632818,736345766,QUALITY LIFE HEALTH CTR,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1448,62131002,804101,209,,0,,4,,,1,StreetAddress,M,100,INFOGROUP,0
6843437,586472763,BROWN FAMILY VISION,W NORTH ST,GRANGEVILLE,ID,Idaho,83530,1240,62132003,804201,265,,0,,4,,,1,PointAddress,M,100,INFOGROUP,0
7873144,691252597,CAMAS PRAIRIE EYE CLINIC,E MAIN ST,GRANGEVILLE,ID,Idaho,83530,2239,62132003,804201,265,,0,,4,,,2,PointAddress,M,100,INFOGROUP,0
12862352,958056509,DOLLAR A MONTH SENIOR CTR,TRUCK RTE,GRANGEVILLE,ID,Idaho,83530,,62139925,804909,182,,0,,5,,,2,Postal,M,100,INFOGROUP,0
4465874,426984558,GRANGEVILLE PHYSICAL THERAPY,W NORTH ST,GRANGEVILLE,ID,Idaho,83530,1239,62134007,804918,110,,0,,3,,,2,PointAddress,M,100,INFOGROUP,0
6655397,561885369,SYRINGA THERAPY SVC,W NORTH ST,GRANGEVILLE,ID,Idaho,83530,1349,62134008,804923,291,,0,,8,,,3,PointAddress,M,100,INFOGROUP,0
12668372,900786864,PUBLIC HEALTH-ID NORTH CENTRAL,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,5192,62311006,805102,230,2,462608175,,4,,,1,PointAddress,M,100,INFOGROUP,0
11674,1424258,SYRINGA GENERAL HOSPITAL,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1396,62211002,806202,0,1,1424258,,11,EGH,A,7,PointAddress,M,100,INFOGROUP,0
2655387,404144014,SUNDANCE SERVICES PERSONAL,W NORTH ST,GRANGEVILLE,ID,Idaho,83530,,62161001,808201,393,,0,,14,,,3,StreetAddress,M,100,INFOGROUP,0
5660734,440460728,OPPORTUNITIES UNLIMITED INC,E MAIN ST,GRANGEVILLE,ID,Idaho,83530,2238,62161001,808201,365,,0,,13,,,3,StreetAddress,M,100,INFOGROUP,0
7201070,627038516,DEVINS HOME CARE,S MILL ST,GRANGEVILLE,ID,Idaho,83530,2247,62161001,808201,57,,0,,2,,,1,PointAddress,M,100,INFOGROUP,0
11506379,735091781,RIGHT AT HOME,E MAIN ST,GRANGEVILLE,ID,Idaho,83530,2209,62161001,808201,169,2,892366915,,6,R,,3,PointAddress,M,100,INFOGROUP,0
10306561,721909110,COMPLETE HEALTH & INSPIRATION,FARRENS CREEK LN,GRANGEVILLE,ID,Idaho,83530,5084,62199921,809907,329,,0,,4,,,2,PointAddress,M,100,INFOGROUP,0
728305,167189299,MACGREGOR & MACGREGOR,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1447,54111002,811103,364,,0,,3,HLRS,F,1,PointAddress,M,100,INFOGROUP,0
10122915,720904261,WRIGHT LAW GROUP,PO BOX 25,GRANGEVILLE,ID,Idaho,83530,25,54111002,811103,364,,0,,3,,,1,PostalExt,M,100,INFOGROUP,2
10447016,722632336,MCFARLAND LAW OFFICE,N COLLEGE ST,GRANGEVILLE,ID,Idaho,83530,1911,54111002,811103,364,,0,,3,,,2,PointAddress,M,100,INFOGROUP,0
11585789,735942382,JESSUP LAW,W NORTH ST,GRANGEVILLE,ID,Idaho,83530,1733,54111002,811103,364,,0,,3,,,2,PointAddress,M,100,INFOGROUP,0
12053193,806018131,IDAHO COUNTY PROSECUTING ATTY,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1447,54111002,811103,0,,0,,4,FJNSV,F,4,PointAddress,M,100,INFOGROUP,0
9005870,713141814,SPPS CLASS,S B ST,GRANGEVILLE,ID,Idaho,83530,1407,61111008,821102,0,,0,,5,,,4,PointAddress,M,100,INFOGROUP,0
728329,167190586,GRANGEVILLE ELEM/MIDDLE SCHOOL,S IDAHO AVE,GRANGEVILLE,ID,Idaho,83530,1420,61111007,821103,0,,0,,50,EJKN,C,8,PointAddress,M,100,INFOGROUP,0
728330,167190610,GRANGEVILLE HIGH SCHOOL,S D ST,GRANGEVILLE,ID,Idaho,83530,1582,61111007,821103,0,,0,,30,NS,B,7,PointAddress,M,100,INFOGROUP,0
1717867,368711628,GRANGEVILLE PUBLIC SCHOOLS,JEFFERSON ST,GRANGEVILLE,ID,Idaho,83530,1545,61111007,821103,0,,0,,2,N,,3,PointAddress,M,100,INFOGROUP,0
3589922,416281474,LEWIS-CLARK EARLY CHILDHOOD,S IDAHO AVE,GRANGEVILLE,ID,Idaho,83530,1420,61111007,821103,0,,0,,22,N,,7,PointAddress,M,100,INFOGROUP,0
5760016,450122346,STS PETER & PAUL SCHOOL,S B ST,GRANGEVILLE,ID,Idaho,83530,1407,61111007,821103,0,,0,,12,EJKP,A,6,PointAddress,M,100,INFOGROUP,0
728331,167190628,GRANGEVILLE JOINT SCHOOL DIST,JEFFERSON ST,GRANGEVILLE,ID,Idaho,83530,1545,61111018,821120,0,,0,,9,,,1,PointAddress,M,100,INFOGROUP,0
5627191,440209900,MOUNTAIN VIEW SCHOOL DIST 244,S D ST,GRANGEVILLE,ID,Idaho,83530,1582,61111018,821120,0,,0,,14,,,1,PointAddress,M,100,INFOGROUP,0
7746839,681434296,MOUNTAIN VIEW SCHOOL DISTRICT,JEFFERSON ST,GRANGEVILLE,ID,Idaho,83530,1545,61111018,821120,0,,0,,14,,,1,PointAddress,M,100,INFOGROUP,0
5760049,450123153,LEWIS-CLARK STATE CLG,E MAIN ST,GRANGEVILLE,ID,Idaho,83530,2235,61131013,822113,0,2,706248341,,1,,,3,PointAddress,M,100,INFOGROUP,0
9812557,718924548,SURVIVAL COLLEGE LLC,PO BOX 441,GRANGEVILLE,ID,Idaho,83530,441,61131013,822113,0,,0,,3,,,2,Postal,M,100,INFOGROUP,2
12053203,806018891,GRANGEVILLE CENTENNIAL LIBRARY,W NORTH ST,GRANGEVILLE,ID,Idaho,83530,1729,51912006,823106,0,,0,,2,P,,4,PointAddress,M,100,INFOGROUP,0
2655419,404144191,EARLYBIRD SUPPLY,N D ST,GRANGEVILLE,ID,Idaho,83530,1128,61143006,829931,0,,0,,16,,,5,PointAddress,M,100,INFOGROUP,0
1111939,234127132,SYRINGA HOSPITAL,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1346,61171001,829972,0,,0,,3,,,1,PointAddress,M,100,INFOGROUP,0
3645292,417062462,LEWIS-CLARK STATE COLLEGE,E MAIN ST,GRANGEVILLE,ID,Idaho,83530,2283,61171001,829972,0,2,706248341,,1,,,3,PointAddress,M,100,INFOGROUP,0
3725218,418329300,GRANGEVILLE SENIOR CTR,TRUCK RTE,GRANGEVILLE,ID,Idaho,83530,,62412003,832206,133,,0,,3,,,2,Postal,M,100,INFOGROUP,0
6086984,487846834,COMMUNITY ACTION PARTNERSHIP,W NORTH ST,GRANGEVILLE,ID,Idaho,83530,1764,62412003,832206,45,,0,,1,,,2,PointAddress,M,100,INFOGROUP,0
859325,207222639,CLEARWATER COUNSELING,E MAIN ST,GRANGEVILLE,ID,Idaho,83530,2238,62419011,832215,133,,0,,3,,,2,StreetAddress,M,100,INFOGROUP,0
1418314,266497890,CAMAS PROFESSIONAL COUNSELING,N STATE ST,GRANGEVILLE,ID,Idaho,83530,1769,62419044,832245,620,,0,,14,,,4,PointAddress,M,100,INFOGROUP,0
8067819,700528495,SYRINGA HOSPITAL CANCER RSRC,N A ST,GRANGEVILLE,ID,Idaho,83530,1202,62419051,832264,133,,0,,3,,,2,PointAddress,M,100,INFOGROUP,0
4465875,426984633,HOPE CENTER GRANGEVILLE,NW 2ND ST,GRANGEVILLE,ID,Idaho,83530,1244,62141005,832275,133,,0,,3,,,2,PointAddress,M,100,INFOGROUP,0
12053206,806019022,GRANGEVILLE HEALTH & REHAB,NE 2ND ST,GRANGEVILLE,ID,Idaho,83530,2258,62431009,833102,0,,0,,70,,,7,PointAddress,M,100,INFOGROUP,0
2121091,400699049,KIDS KLUB,N STATE ST,GRANGEVILLE,ID,Idaho,83530,1769,62441003,835101,62,,0,,6,,,3,PointAddress,M,100,INFOGROUP,0
5071842,434422856,WEE WATCH CHILD CARE LLC,HIGHWAY 13,GRANGEVILLE,ID,Idaho,83530,5065,62441003,835101,51,,0,,5,,,2,PointAddress,M,100,INFOGROUP,0
6655415,561887308,KIDS KLUB,S A ST,GRANGEVILLE,ID,Idaho,83530,1403,62441003,835101,72,,0,,7,,,2,PointAddress,M,100,INFOGROUP,0
6843477,586476889,CAMAS PRAIRIE PRESCHOOL,N MYRTLE ST,GRANGEVILLE,ID,Idaho,83530,2345,62441006,835102,11,,0,,1,,,1,PointAddress,M,100,INFOGROUP,0
9513395,717582144,CROSSOVER MINISTRY FOR EVRYN,MOUNT IDAHO GRADE RD,GRANGEVILLE,ID,Idaho,83530,5092,81331908,839998,0,,0,,1,,,2,PointAddress,M,100,INFOGROUP,0
8977311,712817001,GRANGEVILLE EMT ASSN INC,PO BOX 276,GRANGEVILLE,ID,Idaho,83530,276,81391002,861102,0,,0,,3,,,1,Postal,M,100,INFOGROUP,2
728320,167190248,ELKS LODGE 1825,S MEADOW ST,GRANGEVILLE,ID,Idaho,83530,1902,81341002,864101,0,2,458422466,,4,D,,1,PointAddress,M,100,INFOGROUP,0
728317,167190172,FRATERNAL ORDER OF EAGLES,N C ST,GRANGEVILLE,ID,Idaho,83530,1338,81341004,864108,0,2,833100779,,4,C,,1,PointAddress,M,100,INFOGROUP,0
5390619,438001532,GRANGEVILLE KIWANIS CLUB INC,PO BOX 509,GRANGEVILLE,ID,Idaho,83530,509,81341004,864108,0,,0,,3,,,1,Postal,M,100,INFOGROUP,2
6418605,529314916,GRANGEVILLE GUN CLUB,LUKES GULCH RD,GRANGEVILLE,ID,Idaho,83530,,81341004,864108,0,,0,,3,,,1,PointAddress,M,100,INFOGROUP,0
9911549,719423779,KKAG RETRO RADIO,W NORTH ST,GRANGEVILLE,ID,Idaho,83530,,81311006,866104,0,,0,,4,,,2,PointAddress,M,100,INFOGROUP,0
2125826,400726429,SS PETER & PAUL PARISH,LAKE ST,GRANGEVILLE,ID,Idaho,83530,1373,81311009,866106,0,,0,,3,,,1,StreetAddress,M,100,INFOGROUP,0
728323,167190370,CENTENNIAL EVANGELICAL FREE,N COLLEGE ST,GRANGEVILLE,ID,Idaho,83530,1706,81311008,866107,0,,0,,1,1,,1,PointAddress,M,100,INFOGROUP,0
728353,167191923,TRINITY LUTHERAN CHURCH,N MILL ST,GRANGEVILLE,ID,Idaho,83530,1873,81311008,866107,0,,0,,1,P,,1,PointAddress,M,100,INFOGROUP,0
728354,167191956,GRANGEVILLE UNITED MTHDST CHR,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1447,81311008,866107,0,,0,,2,R,,1,PointAddress,M,100,INFOGROUP,0
921325,213591795,CALVARY CHAPEL OF GRANGEVILLE,W NORTH ST,GRANGEVILLE,ID,Idaho,83530,,81311008,866107,0,,0,,2,2,,2,PointAddress,M,100,INFOGROUP,0
4160233,424539070,GRANGEVILLE ADVENTIST CHURCH,HIGHWAY 95 N,GRANGEVILLE,ID,Idaho,83530,,81311008,866107,0,,0,,1,S,,1,PointAddress,M,100,INFOGROUP,0
5736139,447474495,JEHOVAH WITNESSES,N FLORENCE ST,GRANGEVILLE,ID,Idaho,83530,,81311008,866107,0,,0,,3,N,,1,PointAddress,M,100,INFOGROUP,0
6418604,529314775,GRANGEVILLE CRC,N JUNCTION ST,GRANGEVILLE,ID,Idaho,83530,1727,81311008,866107,0,,0,,1,F,,1,PointAddress,M,100,INFOGROUP,0
6418608,529315095,SAINTS PETER & PAUL CATHOLIC,S B ST,GRANGEVILLE,ID,Idaho,83530,1407,81311008,866107,0,,0,,2,E,,1,PointAddress,M,100,INFOGROUP,0
6843475,586476848,MT IDAHO BAPTIST CHURCH,MOUNT IDAHO LOOP RD,GRANGEVILLE,ID,Idaho,83530,5073,81311008,866107,0,,0,,3,C,,1,PointAddress,M,100,INFOGROUP,0
9948156,719587248,CHURCH ON THE ROCK,S A ST,GRANGEVILLE,ID,Idaho,83530,1404,81311008,866107,0,,0,,3,1,,1,PointAddress,M,100,INFOGROUP,0
12053197,806018453,CHRISTIAN CHURCH GRANGEVILLE,SW 1ST ST,GRANGEVILLE,ID,Idaho,83530,1438,81311008,866107,0,,0,,5,F,,3,PointAddress,M,100,INFOGROUP,0
12053199,806018628,CHURCH OF THE NAZARENE,NW 2ND ST,GRANGEVILLE,ID,Idaho,83530,,81311008,866107,0,,0,,1,Y,,1,PointAddress,M,100,INFOGROUP,0
12053213,806019873,MOUNTAIN SHADOWS BAPTIST CHR,N C ST,GRANGEVILLE,ID,Idaho,83530,1337,81311008,866107,0,,0,,1,C,,1,PointAddress,M,100,INFOGROUP,0
9734993,718633924,CROSS OVER MINISTRY FOR EVRYN,PO BOX 213,GRANGEVILLE,ID,Idaho,83530,213,81311021,866110,0,,0,,4,,,1,Postal,M,100,INFOGROUP,2
10947362,725242067,ACTS-YOUTH MINISTRIES,PO BOX 328,GRANGEVILLE,ID,Idaho,83530,328,81311021,866110,0,,0,,4,,,1,Postal,M,100,INFOGROUP,2
3589949,416281597,YWCA,W MAIN ST,GRANGEVILLE,ID,Idaho,83530,1901,81341019,869904,0,2,680042090,,18,,,6,PointAddress,M,100,INFOGROUP,0
